geographic_entity,state,constituency,matched_pc_id,matched_pc_name,mapping_status,coordinate_type,geo_source,validation_status,reason
"BANGALORE CENTRAL, Karnataka",Karnataka,BANGALORE CENTRAL,2925,Bangalore Central,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JALANDHAR(SC), Punjab",Punjab,JALANDHAR(SC),304,Jalandhar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"TIRUCHIRAPPALLI, Tamil Nadu",Tamil Nadu,TIRUCHIRAPPALLI,3324,Tiruchirappalli,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"RAICHUR(ST), Karnataka",Karnataka,RAICHUR(ST),2906,Raichur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NILGIRIS(SC), Tamil Nadu",Tamil Nadu,NILGIRIS(SC),3319,Nilgiris,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PANCHMAHAL, Gujarat",Gujarat,PANCHMAHAL,2418,Panchmahal,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PRATAPGARH, Uttar Pradesh",Uttar Pradesh,PRATAPGARH,939,Pratapgarh,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PORBANDAR, Gujarat",Gujarat,PORBANDAR,2411,Porbandar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"HOSHANGABAD, Madhya Pradesh",Madhya Pradesh,HOSHANGABAD,2317,Hoshangabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ELURU, Andhra Pradesh",Andhra Pradesh,ELURU,2827,Eluru,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MADHEPURA, Bihar",Bihar,MADHEPURA,1013,Madhepura,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KARAKAT, Bihar",Bihar,KARAKAT,1035,Karakat,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"VARANASI, Uttar Pradesh",Uttar Pradesh,VARANASI,977,Varanasi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ANANTAPUR, Andhra Pradesh",Andhra Pradesh,ANANTAPUR,2836,Anantapuramu,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MEDINIPUR, West Bengal",West Bengal,MEDINIPUR,1934,Medinipur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SANT KABIR NAGAR, Uttar Pradesh",Uttar Pradesh,SANT KABIR NAGAR,962,Sant Kabir Nagar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"EAST DELHI, Delhi",Delhi,EAST DELHI,703,East Delhi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SURAT, Gujarat",Gujarat,SURAT,2424,Surat,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NAGARKURNOOL(SC), Telangana",Telangana,NAGARKURNOOL(SC),2812,Nagarkurnool,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SITAMARHI, Bihar",Bihar,SITAMARHI,1005,Sitamarhi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MYSORE, Karnataka",Karnataka,MYSORE,2921,Mysore,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JAMNAGAR, Gujarat",Gujarat,JAMNAGAR,2412,Jamnagar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"TIRUNELVELI, Tamil Nadu",Tamil Nadu,TIRUNELVELI,3338,Tirunelveli,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"GAYA (SC), Bihar",Bihar,GAYA (SC),1038,Gaya,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MOHANLALGANJ(SC), Uttar Pradesh",Uttar Pradesh,MOHANLALGANJ(SC),934,Mohanlalganj,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KARIMNAGAR, Telangana",Telangana,KARIMNAGAR,2803,Karimnagar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHIKBALLAPUR, Karnataka",Karnataka,CHIKBALLAPUR,2927,Chikballapur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"AMRAVATI(SC), Maharashtra",Maharashtra,AMRAVATI(SC),2707,Amravati,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"VALSAD(ST), Gujarat",Gujarat,VALSAD(ST),2426,Valsad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"FATEHGARH SAHIB(SC), Punjab",Punjab,FATEHGARH SAHIB(SC),308,Fatehgarh Sahib,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MALKAJGIRI, Telangana",Telangana,MALKAJGIRI,2807,Malkajgiri,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"VIDISHA, Madhya Pradesh",Madhya Pradesh,VIDISHA,2318,Vidisha,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ALAPPUZHA, Kerala",Kerala,ALAPPUZHA,3215,Alappuzha,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MAHABUBABAD, Telangana",Telangana,MAHABUBABAD,2816,Mahabubabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHANDIGARH, Chandigarh",Chandigarh,CHANDIGARH,401,Chandigarh,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"GIRIDIH, Jharkhand",Jharkhand,GIRIDIH,2006,Giridih,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHANDRAPUR, Maharashtra",Maharashtra,CHANDRAPUR,2713,Chandrapur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KEONJHAR(ST), Odisha",Odisha,KEONJHAR(ST),2104,Keonjhar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"AHMEDNAGAR, Maharashtra",Maharashtra,AHMEDNAGAR,2737,Ahmednagar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"RAIGAD, Maharashtra",Maharashtra,RAIGAD,2732,Raigad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"DUM DUM, West Bengal",West Bengal,DUM DUM,1916,Dum Dum,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BHUBANESWAR, Odisha",Odisha,BHUBANESWAR,2118,Bhubaneswar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KOLAR(SC), Karnataka",Karnataka,KOLAR(SC),2928,Kolar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BIJNOR, Uttar Pradesh",Uttar Pradesh,BIJNOR,904,Bijnor,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"AURANGABAD_MH, Maharashtra",Maharashtra,AURANGABAD_MH,2719,Aurangabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BARPETA, Assam",Assam,BARPETA,1806,Barpeta,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NANDYAL, Andhra Pradesh",Andhra Pradesh,NANDYAL,2834,Nandyal,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ALATHUR(SC), Kerala",Kerala,ALATHUR(SC),3209,Alathur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KANNUR, Kerala",Kerala,KANNUR,3202,Kannur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ALIGARH, Uttar Pradesh",Uttar Pradesh,ALIGARH,915,Aligarh,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JALNA, Maharashtra",Maharashtra,JALNA,2718,Jalna,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NAGAPATTINAM(SC), Tamil Nadu",Tamil Nadu,NAGAPATTINAM(SC),3329,Nagapattinam,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"WAYANAD, Kerala",Kerala,WAYANAD,3204,Wayanad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SONEPAT, Haryana",Haryana,SONEPAT,606,Sonipat,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"AMETHI, Uttar Pradesh",Uttar Pradesh,AMETHI,937,Amethi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"VIZIANAGARAM, Andhra Pradesh",Andhra Pradesh,VIZIANAGARAM,2820,Vizianagaram,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PALI, Rajasthan",Rajasthan,PALI,815,Pali,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SHIRDI(SC), Maharashtra",Maharashtra,SHIRDI(SC),2738,Shirdi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHIDAMBARAM(SC), Tamil Nadu",Tamil Nadu,CHIDAMBARAM(SC),3327,Chidambaram,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JORHAT, Assam",Assam,JORHAT,1812,Jorhat,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHURU, Rajasthan",Rajasthan,CHURU,803,Churu,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KAKINADA, Andhra Pradesh",Andhra Pradesh,KAKINADA,2823,Kakinada,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SATNA, Madhya Pradesh",Madhya Pradesh,SATNA,2309,Satna,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MAYILADUTHURAI, Tamil Nadu",Tamil Nadu,MAYILADUTHURAI,3328,Mayiladuturai,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ATTINGAL, Kerala",Kerala,ATTINGAL,3219,Attingal,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"WEST DELHI, Delhi",Delhi,WEST DELHI,706,West Delhi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PATHANAMTHITTA, Kerala",Kerala,PATHANAMTHITTA,3217,Pathanamthitta,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MAHARAJGANJ_BR, Bihar",Bihar,MAHARAJGANJ_BR,1019,Maharajganj,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SHEOHAR, Bihar",Bihar,SHEOHAR,1004,Sheohar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BANASKANTHA, Gujarat",Gujarat,BANASKANTHA,2402,Banaskantha,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KANNAUJ, Uttar Pradesh",Uttar Pradesh,KANNAUJ,942,Kannauj,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ASKA, Odisha",Odisha,ASKA,2119,Aska,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PEDDAPALLE, Telangana",Telangana,PEDDAPALLE,2802,Peddapalli,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BARAMATI, Maharashtra",Maharashtra,BARAMATI,2735,Baramati,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SOUTH GOA, Goa",Goa,SOUTH GOA,3002,South Goa,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JAMSHEDPUR, Jharkhand",Jharkhand,JAMSHEDPUR,2009,Jamshedpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"DHANBAD, Jharkhand",Jharkhand,DHANBAD,2007,Dhanbad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MAINPURI, Uttar Pradesh",Uttar Pradesh,MAINPURI,921,Mainpuri,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"YAVATMAL-WASHIM, Maharashtra",Maharashtra,YAVATMAL-WASHIM,2714,Yavatmal-Washim,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ADILABAD(ST), Telangana",Telangana,ADILABAD(ST),2801,Adilabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"HINGOLI, Maharashtra",Maharashtra,HINGOLI,2715,Hingoli,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NAVSARI, Gujarat",Gujarat,NAVSARI,2425,Navsari,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHALAKUDY, Kerala",Kerala,CHALAKUDY,3211,Chalakudy,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KANNIYAKUMARI, Tamil Nadu",Tamil Nadu,KANNIYAKUMARI,3339,Kanyakumari,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHENNAI CENTRAL, Tamil Nadu",Tamil Nadu,CHENNAI CENTRAL,3304,Chennai Central,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"RATNAGIRI-SINDHUDURG, Maharashtra",Maharashtra,RATNAGIRI-SINDHUDURG,2746,Ratnagiri-Sindhudurg,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BARAMULLAH, Jammu And Kashmir",Jammu And Kashmir,BARAMULLAH,101,Baramulla,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"AHMEDABAD EAST, Gujarat",Gujarat,AHMEDABAD EAST,2407,Ahmedabad East,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"TRIPURA WEST, Tripura",Tripura,TRIPURA WEST,1601,Tripura West,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SATARA, Maharashtra",Maharashtra,SATARA,2745,Satara,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JAGATSINGHPUR(SC), Odisha",Odisha,JAGATSINGHPUR(SC),2116,Jagatsinghpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BARDHAMAN-DURGAPUR, West Bengal",West Bengal,BARDHAMAN-DURGAPUR,1939,Bardhaman-Durgapur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHENNAI NORTH, Tamil Nadu",Tamil Nadu,CHENNAI NORTH,3302,Chennai North,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SRINAGAR, Jammu And Kashmir",Jammu And Kashmir,SRINAGAR,102,Srinagar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KANTHI, West Bengal",West Bengal,KANTHI,1931,Kanthi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KOLHAPUR, Maharashtra",Maharashtra,KOLHAPUR,2747,Kolhapur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PUNE, Maharashtra",Maharashtra,PUNE,2734,Pune,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BHADRAK(SC), Odisha",Odisha,BHADRAK(SC),2107,Bhadrak,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHIKKODI, Karnataka",Karnataka,CHIKKODI,2901,Chikodi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BISHNUPUR(SC), West Bengal",West Bengal,BISHNUPUR(SC),1937,Bishnupur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NALGONDA, Telangana",Telangana,NALGONDA,2813,Nalgonda,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"AZAMGARH, Uttar Pradesh",Uttar Pradesh,AZAMGARH,969,Azamgarh,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"THENI, Tamil Nadu",Tamil Nadu,THENI,3333,Theni,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KOTTAYAM, Kerala",Kerala,KOTTAYAM,3214,Kottayam,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NASHIK, Maharashtra",Maharashtra,NASHIK,2721,Nashik,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KARAULI-DHOLPUR(SC), Rajasthan",Rajasthan,KARAULI-DHOLPUR(SC),810,Karauli-Dholpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BEGUSARAI, Bihar",Bihar,BEGUSARAI,1024,Begusarai,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BANGAON(SC), West Bengal",West Bengal,BANGAON(SC),1914,Bangaon,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MANDYA, Karnataka",Karnataka,MANDYA,2920,Mandya,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MALDAHA DAKSHIN, West Bengal",West Bengal,MALDAHA DAKSHIN,1908,Maldaha Dakshin,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"DAUSA(ST), Rajasthan",Rajasthan,DAUSA(ST),811,Dausa,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHHOTA UDAIPUR(ST), Gujarat",Gujarat,CHHOTA UDAIPUR(ST),2421,Chhota Udaipur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JAJPUR(SC), Odisha",Odisha,JAJPUR(SC),2108,Jajpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KATIHAR, Bihar",Bihar,KATIHAR,1011,Katihar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KODARMA, Jharkhand",Jharkhand,KODARMA,2005,Kodarma,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KHAMMAM, Telangana",Telangana,KHAMMAM,2817,Khammam,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHAMARAJANAGAR(SC), Karnataka",Karnataka,CHAMARAJANAGAR(SC),2922,Chamarajanagar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"COIMBATORE, Tamil Nadu",Tamil Nadu,COIMBATORE,3320,Coimbatore,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PURI, Odisha",Odisha,PURI,2117,Puri,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"WARDHA, Maharashtra",Maharashtra,WARDHA,2708,Wardha,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SAHARANPUR, Uttar Pradesh",Uttar Pradesh,SAHARANPUR,901,Saharanpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JAMUI(SC), Bihar",Bihar,JAMUI(SC),1040,Jamui,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BHIND(SC), Madhya Pradesh",Madhya Pradesh,BHIND(SC),2302,Bhind,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SOUTH DELHI, Delhi",Delhi,SOUTH DELHI,707,South Delhi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MALDAHA UTTAR, West Bengal",West Bengal,MALDAHA UTTAR,1907,Maldaha Uttar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KOKRAJHAR (ST), Assam",Assam,KOKRAJHAR (ST),1805,Kokrajhar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KENDRAPARA, Odisha",Odisha,KENDRAPARA,2115,Kendrapara,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"UJJARPUR, Bihar",Bihar,UJJARPUR,1022,Ujiarpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"HARDWAR, Uttarakhand",Uttarakhand,HARDWAR,505,Haridwar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BALASORE, Odisha",Odisha,BALASORE,2106,Balasore,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NORTH GOA, Goa",Goa,NORTH GOA,3001,North Goa,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"HASSAN, Karnataka",Karnataka,HASSAN,2916,Haasan,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KRISHNAGIRI, Tamil Nadu",Tamil Nadu,KRISHNAGIRI,3309,Krishnagiri,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"HAJIPUR(SC), Bihar",Bihar,HAJIPUR(SC),1021,Hajipur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BANKURA, West Bengal",West Bengal,BANKURA,1936,Bankura,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ASANSOL, West Bengal",West Bengal,ASANSOL,1940,Asansol,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MUMBAI SOUTH, Maharashtra",Maharashtra,MUMBAI SOUTH,2731,Mumbai South,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BARGARH, Odisha",Odisha,BARGARH,2101,Bargarh,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NALANDA, Bihar",Bihar,NALANDA,1029,Nalanda,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KAIRANA, Uttar Pradesh",Uttar Pradesh,KAIRANA,902,Kairana,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ALLAHABAD, Uttar Pradesh",Uttar Pradesh,ALLAHABAD,952,Allahabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BAGHPAT, Uttar Pradesh",Uttar Pradesh,BAGHPAT,911,Baghpat,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"VELLORE, Tamil Nadu",Tamil Nadu,VELLORE,3308,Vellore,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
